,0,1,2,3,4,5,6,7,8,9,posters,links,raw_info
19,/title/80134519,Sadece Sen,"An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.",TV-MA,105m,2014,"DirectorsHakan Yonat, CastBelçim Bilginİbrahim ÇelikkolKerem CanNecmi YapıcıLevent SülünBarış ArduçErol GedikCezmi Baskın","Hakan Yonat, Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın","[u'Dramas', u'International Dramas', u'Sports Dramas', u'Romantic Dramas', u'International Movies', u'Middle Eastern Movies', u'Romantic Movies', u'Sports Movies', u'Boxing Movies', u'Emotional', u'Romantic', u'Violent']",https://occ-0-1361-1007.1.nflxso.net/art/022ac/7b298ebe476f596c3eeac1a1596a5d2ae3d022ac.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/b71c8/1d63d2bf9ffdeffa94cf1ca36cb9d227ba1b71c8.jpg);""></div>",/title/80134519,"<p class=""watch-page-link"" data-href=""/title/80134519""><span class=""watch-page-link-title"" data-href=""/title/80134519"">Sadece Sen</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2014</span><span class=""watch-page-link-maturity"">TV-MA</span><span class=""watch-page-link-duration"">105m</span></span></p>"
20,/title/80126877,Filinta,"In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.",TV-14,2 Seasons,2014,CastOnur TunaSerhat TutumluerMehmet ÖzgürNaz ElmasKayra ŞenocakKamil GülerCeyhun ErginBurcu ÇobanUmut KırcalıSencer Serta,"Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta","[u'TV Shows', u'Crime TV Shows', u'International TV Shows', u'TV Action & Adventure', u'TV Dramas', u'Crime TV Dramas', u'Period Pieces', u'Exciting', u'Suspenseful']",https://occ-0-1361-1007.1.nflxso.net/art/133bd/d18b706a4b66ecbe3ccf055abf92cedfa8a133bd.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/c1c0d/aed2a527043f66cc5f6f031b00507ad5a6fc1c0d.jpg);""></div>",/title/80126877,"<p class=""watch-page-link"" data-href=""/title/80126877""><span class=""watch-page-link-title"" data-href=""/title/80126877"">Filinta</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2014</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">2 Seasons</span></span></p>"
21,/title/80155812,Clair Obscur,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",TV-MA,102m,2016,"DirectorsYesim Ustaoglu, CastFunda EryiğitEcem UzunMehmet KurtulusOkan YalabikSerkan KeskinSema Poyraz","Yesim Ustaoglu, Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz","[u'Dramas', u'International Dramas', u'International Movies', u'Middle Eastern Movies', u'Dark']",https://occ-0-1361-1007.1.nflxso.net/art/fc2e4/e6f92efcbc4a5281ca730a7837bc9b6d3defc2e4.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/a8033/a326cb16803b1dd5c78d91c0bb0bd851998a8033.jpg);""></div>",/title/80155812,"<p class=""watch-page-link"" data-href=""/title/80155812""><span class=""watch-page-link-title"" data-href=""/title/80155812"">Clair Obscur</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2016</span><span class=""watch-page-link-maturity"">TV-MA</span><span class=""watch-page-link-duration"">102m</span></span></p>"
22,/title/80158301,46,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",TV-14,1 Season,2016,"DirectorsSerdar Akar, CastErdal BeşikçioğluYasemin AllenMelis BirkanSaygın SoysalBerkan ŞalMetin BelginAyça ErenSelin UludoğanÖzay FechtSuna Yıldızoğlu","Serdar Akar, Erdal Beşikçioğlu, Yasemin Allen, Melis Birkan, Saygın Soysal, Berkan Şal, Metin Belgin, Ayça Eren, Selin Uludoğan, Özay Fecht, Suna Yıldızoğlu","[u'TV Shows', u'International TV Shows', u'TV Dramas', u'TV Mysteries', u'Suspenseful']",https://occ-0-1361-1007.1.nflxso.net/art/351f3/a3bfabb531c397ebe48d4224ccc6fa855b2351f3.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/60046/1d23063984ed7942b90d6cc321e07a075bb60046.jpg);""></div>",/title/80158301,"<p class=""watch-page-link"" data-href=""/title/80158301""><span class=""watch-page-link-title"" data-href=""/title/80158301"">46</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2016</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">1 Season</span></span></p>"
23,/title/80126991,Yunus Emre,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",TV-PG,2 Seasons,2015,CastGökhan AtalayPayidar TüfekçiogluBaran AkbulutMehmet ÇepiçSeda TosunMehmet Ali TuncerAsuman ÇakırMüge UyarRüzgar AksoyErgun TaşSedat ErdişAhmet TalayUmut TanyoluMurat ErcanlıBirand TuncaAtilla KiliçSaygin AsanEmrah Girgin,"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç, Seda Tosun, Mehmet Ali Tuncer, Asuman Çakır, Müge Uyar, Rüzgar Aksoy, Ergun Taş, Sedat Erdiş, Ahmet Talay, Umut Tanyolu, Murat Ercanlı, Birand Tunca, Atilla Kiliç, Saygin Asan, Emrah Girgin","[u'TV Shows', u'International TV Shows', u'TV Dramas', u'Period Pieces', u'Faith & Spirituality']",https://occ-0-1361-1007.1.nflxso.net/art/717af/d3c7cc975f6fe479e38b4f4af190b035158717af.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/625f4/346e86c43227095e8c4266da35fd84ad6db625f4.jpg);""></div>",/title/80126991,"<p class=""watch-page-link"" data-href=""/title/80126991""><span class=""watch-page-link-title"" data-href=""/title/80126991"">Yunus Emre</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-PG</span><span class=""watch-page-link-duration"">2 Seasons</span></span></p>"
24,/title/80037177,Can't Run From Love,"When his little brother runs away, a young man returns home to face his father -- a criminal mastermind who has a dark path mapped out for him.",TV-14,1 Season,2014,CastBerk OktayPelin AkilCeren HindistanÇağdaş Onur ÖztürkAdnan KoçUmut KaradağSeray GözlerAyten SoykökNilay Cafer,"Berk Oktay, Pelin Akil, Ceren Hindistan, Çağdaş Onur Öztürk, Adnan Koç, Umut Karadağ, Seray Gözler, Ayten Soykök, Nilay Cafer","[u'TV Shows', u'Crime TV Shows', u'International TV Shows', u'Romantic TV Shows', u'TV Dramas', u'Crime TV Dramas', u'Romantic']",https://occ-0-1361-1007.1.nflxso.net/art/9c24f/0abc79c43919a10a8e5209525eba09fe8a49c24f.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/2d9dd/3fecc9697f9cec753db35367d9e68fc4bed2d9dd.jpg);""></div>",/title/80037177,"<p class=""watch-page-link"" data-href=""/title/80037177""><span class=""watch-page-link-title"" data-href=""/title/80037177"">Can't Run From Love</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2014</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">1 Season</span></span></p>"
25,/title/70127590,I Saw the Sun,"A 25-year war forces members of a Kurdish family to abandon their ancestral village in Southeast Turkey and relocate to bustling, modern-day Istanbul.",NR,116m,2009,"DirectorsMahsun Kırmızıgül, CastMahsun KırmızıgülAltan ErkekliDemet EvgarMurat ÜnalmışCemal ToktaşErol DemirözMenderes SamancılarŞerif SezerCeyhun FersoyEmre Kınay","Mahsun Kırmızıgül, Mahsun Kırmızıgül, Altan Erkekli, Demet Evgar, Murat Ünalmış, Cemal Toktaş, Erol Demiröz, Menderes Samancılar, Şerif Sezer, Ceyhun Fersoy, Emre Kınay","[u'Dramas', u'International Dramas', u'Military Dramas', u'Political Dramas', u'Social Issue Dramas', u'International Movies', u'Middle Eastern Movies', u'World Music Concerts', u'Emotional']",https://occ-0-1361-1007.1.nflxso.net/art/d2002/c82bf9bb6ac73f24abec060434a222afff1d2002.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/be862/6790e089b5d08027d9b21c295a1fdb3e116be862.jpg);""></div>",/title/70127590,"<p class=""watch-page-link"" data-href=""/title/70127590""><span class=""watch-page-link-title"" data-href=""/title/70127590"">I Saw the Sun</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2009</span><span class=""watch-page-link-maturity"">NR</span><span class=""watch-page-link-duration"">116m</span></span></p>"
26,/title/80134522,Labyrinth,"After a massive Istanbul explosion, an elite band of Turkish intelligence officers dog a new terrorist group, often at odds with the U.S. and Britain.",TV-MA,118m,2011,"DirectorsTolga Örnek, CastTimuçin EsenMeltem CumbulSarp AkkayaRıza KocaoğluOzan BilenUmut Kurt","Tolga Örnek, Timuçin Esen, Meltem Cumbul, Sarp Akkaya, Rıza Kocaoğlu, Ozan Bilen, Umut Kurt","[u'Action & Adventure', u'International Action & Adventure', u'Action Thrillers', u'Spy Action & Adventure', u'International Movies', u'Middle Eastern Movies']",https://occ-0-1361-1007.1.nflxso.net/art/45fca/ef893cb63bc68d1ee734b8b801e8f51f9bb45fca.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/8c551/4dd44349244da8a17d21bb0966dc86310fd8c551.jpg);""></div>",/title/80134522,"<p class=""watch-page-link"" data-href=""/title/80134522""><span class=""watch-page-link-title"" data-href=""/title/80134522"">Labyrinth</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2011</span><span class=""watch-page-link-maturity"">TV-MA</span><span class=""watch-page-link-duration"">118m</span></span></p>"
27,/title/80104205,Limon and Oli,"Though different as night and day, best friends Limon and Oli stick together, learning and growing through many adventures and tricky situations.",TV-Y,1 Season,2013,CreatorsSalih Memecan,Salih Memecan,"[u'TV Shows', u""Kids' TV"", u""Kids' TV for ages 3 to 4"", u""Kids' TV for ages 5 to 7"", u'TV Cartoons', u'Imaginative']",https://occ-0-1361-1007.1.nflxso.net/art/daa9e/b0a683ebefded26413f29ff0497b7a2be1ddaa9e.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/19fbf/2184a7e6fa8fdb189af6542907801b960fa19fbf.jpg);""></div>",/title/80104205,"<p class=""watch-page-link"" data-href=""/title/80104205""><span class=""watch-page-link-title"" data-href=""/title/80104205"">Limon and Oli</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2013</span><span class=""watch-page-link-maturity"">TV-Y</span><span class=""watch-page-link-duration"">1 Season</span></span></p>"
28,/title/80038526,Recep İvedik 2,"When his grandmother takes ill, foolish brute Recep tries to satisfy her wishes by getting a job and attempting to find a suitable wife.",NR,109m,2009,"DirectorsTogan Gökbakar, CastŞahan GökbakarGülsen ÖzbakanEfe BabacanÇağrı BüyüksayarZeynep ÇamcıAsiye DinçsoyAyfer ÇalgıcıEmre Koç","Togan Gökbakar, Şahan Gökbakar, Gülsen Özbakan, Efe Babacan, Çağrı Büyüksayar, Zeynep Çamcı, Asiye Dinçsoy, Ayfer Çalgıcı, Emre Koç","[u'Comedies', u'International Comedies', u'International Movies', u'Middle Eastern Movies', u'Goofy', u'Absurd']",https://occ-0-1361-1007.1.nflxso.net/art/38a80/240699241e00ce945837586aa7e3ef4353138a80.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/15574/394417e8882a78e9a9bd11db31c40b4071515574.jpg);""></div>",/title/80038526,"<p class=""watch-page-link"" data-href=""/title/80038526""><span class=""watch-page-link-title"" data-href=""/title/80038526"">Recep İvedik 2</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2009</span><span class=""watch-page-link-maturity"">NR</span><span class=""watch-page-link-duration"">109m</span></span></p>"
29,/title/80134514,Kocan Kadar Konus,A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,TV-14,103m,2015,"DirectorsKıvanç Baruönü, CastEzgi MolaMurat YıldırımGülenay KalkanEbru CündübeyoğluEda EceBegüm ÖnerGül ArıcıMuhammet Uzuner","Kıvanç Baruönü, Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner","[u'Comedies', u'International Comedies', u'Romantic Comedies', u'International Movies', u'Middle Eastern Movies', u'Romantic Movies', u'Goofy', u'Romantic']",https://occ-0-1361-1007.1.nflxso.net/art/02c06/4f96c0b4ad063a98847ea7f5ad00a6ded1802c06.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/ab947/2980927e15e0d984966570c402a83903dc4ab947.jpg);""></div>",/title/80134514,"<p class=""watch-page-link"" data-href=""/title/80134514""><span class=""watch-page-link-title"" data-href=""/title/80134514"">Kocan Kadar Konus</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">103m</span></span></p>"
30,/title/80134515,Bana Masal Anlatma,"Minibus driver Riza is a steady presence in his close-knit neighborhood, until he brings home a dreamy beauty and throws everything into chaos.",TV-14,103m,2015,"DirectorsBurak Aksak, CastHande DoğandemirFatih ArtmanDevrim YakutCengiz BozkurtErdal TosunBerat YenilmezErcan YazganSadi Celil CengizCihan ErcanBurcu BiricikTarık ÜnlüoğluGürkan UygunGökçe Bahadır","Burak Aksak, Hande Doğandemir, Fatih Artman, Devrim Yakut, Cengiz Bozkurt, Erdal Tosun, Berat Yenilmez, Ercan Yazgan, Sadi Celil Cengiz, Cihan Ercan, Burcu Biricik, Tarık Ünlüoğlu, Gürkan Uygun, Gökçe Bahadır","[u'Comedies', u'International Comedies', u'Romantic Comedies', u'International Movies', u'Middle Eastern Movies', u'Romantic Movies', u'Sci-Fi & Fantasy', u'International Sci-Fi & Fantasy', u'Fantasy Movies', u'Goofy', u'Romantic']",https://occ-0-1361-1007.1.nflxso.net/art/52300/80cd7308e2a2789052ef4e0d7ce33fe11ef52300.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/445cc/b410c1ac1dc6ec5ba2bd6e67401643577df445cc.jpg);""></div>",/title/80134515,"<p class=""watch-page-link"" data-href=""/title/80134515""><span class=""watch-page-link-title"" data-href=""/title/80134515"">Bana Masal Anlatma</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">103m</span></span></p>"
31,/title/80134436,Kara Bela,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,TV-14,100m,2015,"DirectorsBurak Aksak, CastCengiz BozkurtSeda BakanErkan Kolçak KöstendilCihan ErcanBerat Yenilmezİştar GöksevenErdal TosunTarık Ünlüoğlu","Burak Aksak, Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu","[u'Comedies', u'International Comedies', u'International Movies', u'Middle Eastern Movies', u'Goofy', u'Absurd']",https://occ-0-1361-1007.1.nflxso.net/art/2763e/70448aaeb94c983173683be0e454aac65682763e.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/6c194/121222bd7c28ad8a89cafd727074ad584b66c194.jpg);""></div>",/title/80134436,"<p class=""watch-page-link"" data-href=""/title/80134436""><span class=""watch-page-link-title"" data-href=""/title/80134436"">Kara Bela</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">100m</span></span></p>"
32,/title/80038444,Recep Ivedik 3,"After his grandmother dies, Recep is inconsolable until a distantly related girl who needs a home moves in with him and changes his life.",NR,93m,2010,"DirectorsTogan Gökbakar, CastŞahan GökbakarZeynep ÇamcıSevim YatlılarOktay DenerÖzcan AlişerMehmet YumurtacıAyhan IşıkBekir Tosun","Togan Gökbakar, Şahan Gökbakar, Zeynep Çamcı, Sevim Yatlılar, Oktay Dener, Özcan Alişer, Mehmet Yumurtacı, Ayhan Işık, Bekir Tosun","[u'Comedies', u'International Comedies', u'International Movies', u'Middle Eastern Movies', u'Goofy', u'Irreverent']",https://occ-0-1361-1007.1.nflxso.net/art/b89d4/87ae9be585676a60c4bcdcf3ff5f78772f6b89d4.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/e7e41/6ae814c6a79cf07782b066e89998e6d40eae7e41.jpg);""></div>",/title/80038444,"<p class=""watch-page-link"" data-href=""/title/80038444""><span class=""watch-page-link-title"" data-href=""/title/80038444"">Recep Ivedik 3</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2010</span><span class=""watch-page-link-maturity"">NR</span><span class=""watch-page-link-duration"">93m</span></span></p>"
33,/title/80134518,Dedemin Fisi,"When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",TV-14,100m,2016,"DirectorsMeltem Bozoflu, CastOnur BulduAlper KulErdem YenerOnur AtillaÖzge BorakDoğa RutkayMeltem Yılmazkayaİrem Sak","Meltem Bozoflu, Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak","[u'Comedies', u'International Comedies', u'International Movies', u'Middle Eastern Movies', u'Goofy']",https://occ-0-1361-1007.1.nflxso.net/art/ca413/9e9851be88abea10f33cecb9acf7684c178ca413.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/e7321/c401d9f84431cf809cbb1605eb9ed35f656e7321.jpg);""></div>",/title/80134518,"<p class=""watch-page-link"" data-href=""/title/80134518""><span class=""watch-page-link-title"" data-href=""/title/80134518"">Dedemin Fisi</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2016</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">100m</span></span></p>"
34,/title/80134330,Deliha,"Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",TV-14,102m,2014,"DirectorsHakan Algül, CastGupse ÖzayBarış ArduçCihan Ercan","Hakan Algül, Gupse Özay, Barış Arduç, Cihan Ercan","[u'Comedies', u'International Comedies', u'Romantic Comedies', u'International Movies', u'Middle Eastern Movies', u'Romantic Movies', u'Quirky Romance', u'Goofy', u'Quirky', u'Romantic']",https://occ-0-1361-1007.1.nflxso.net/art/7bdf6/8ddd2050505b5fd280a3af7f9c9f36a74b37bdf6.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/57890/232c8fafa2c0044245e10d61678b488e7c357890.jpg);""></div>",/title/80134330,"<p class=""watch-page-link"" data-href=""/title/80134330""><span class=""watch-page-link-title"" data-href=""/title/80134330"">Deliha</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2014</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">102m</span></span></p>"
35,/title/80134501,Niyazi Gül Dörtnala,"Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",TV-14,101m,2015,"DirectorsHakan Algül, CastAta DemirerDemet AkbağŞebnem BozokluLevent Ülgen","Hakan Algül, Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen","[u'Comedies', u'International Comedies', u'Gangster Movies', u'International Movies', u'Middle Eastern Movies', u'Goofy', u'Absurd']",https://occ-0-1361-1007.1.nflxso.net/art/6d93d/66e9c5f3f6b207b02fcf97af72fcfcfa5b16d93d.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/d234a/071e721d2731510e6163f6494ebacbcd836d234a.jpg);""></div>",/title/80134501,"<p class=""watch-page-link"" data-href=""/title/80134501""><span class=""watch-page-link-title"" data-href=""/title/80134501"">Niyazi Gül Dörtnala</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">101m</span></span></p>"
36,/title/80038440,G.O.R.A,"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",TV-MA,123m,2004,"DirectorsÖmer Faruk Sorak, CastCem YılmazRasim ÖztekinÖzkan Uğurİdil FıratŞafak SezerÖzge ÖzberkErdal TosunCezmi BaskınOzan GüvenEngin Günaydın","Ömer Faruk Sorak, Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın","[u'Action & Adventure', u'International Action & Adventure', u'Adventures', u'Comedies', u'International Comedies', u'International Movies', u'Middle Eastern Movies', u'Sci-Fi & Fantasy', u'International Sci-Fi & Fantasy', u'Alien Sci-Fi', u'Sci-Fi Adventure', u'Goofy']",https://occ-0-1361-1007.1.nflxso.net/art/476c5/0965eb59010d811bf1d2b8e2ce0af8f2b9d476c5.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/2cd06/f161f35ac8ed967e67616ff595aae99215b2cd06.jpg);""></div>",/title/80038440,"<p class=""watch-page-link"" data-href=""/title/80038440""><span class=""watch-page-link-title"" data-href=""/title/80038440"">G.O.R.A</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2004</span><span class=""watch-page-link-maturity"">TV-MA</span><span class=""watch-page-link-duration"">123m</span></span></p>"
37,/title/80134419,Recep Ivedik 4,"When the lot where he coaches youth soccer is sold off, the oafish Recep enters a reality TV competition to raise money and buy back the land.",TV-14,112m,2014,"DirectorsTogan Gökbakar, CastŞahan GökbakarAdem AtbasGülüm BaltacıgilBarış BulutBaran ErdoğanMurat ErgürArda HacıoğluEce İncebayİrfan KangıAziz Karakaya","Togan Gökbakar, Şahan Gökbakar, Adem Atbas, Gülüm Baltacıgil, Barış Bulut, Baran Erdoğan, Murat Ergür, Arda Hacıoğlu, Ece İncebay, İrfan Kangı, Aziz Karakaya","[u'Comedies', u'International Comedies', u'Sports Comedies', u'International Movies', u'Middle Eastern Movies', u'Sports Movies', u'Soccer Movies', u'Goofy']",https://occ-0-1361-1007.1.nflxso.net/art/779ce/856cb1e6cc5c5b61f838227e68da6f8a234779ce.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/f8ce1/a9663c89b82bd0438a7c7dc3f747063ce76f8ce1.jpg);""></div>",/title/80134419,"<p class=""watch-page-link"" data-href=""/title/80134419""><span class=""watch-page-link-title"" data-href=""/title/80134419"">Recep Ivedik 4</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2014</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">112m</span></span></p>"
38,/title/80134602,Içimdeki Ses,"Insecure writer Selim finds a chance at happiness with Aysil, the girl of his dreams, but his live-in mother is keeping a watchful eye on her son.",TV-14,93m,2015,"DirectorsÇağrı Bayrak, CastEngin GünaydınLeyla Lydia TuğutluFüsun DemirelErsin KorkutHamdi KahramanOnur BulduAhmet KayimtuNazlı Tosunoğlu","Çağrı Bayrak, Engin Günaydın, Leyla Lydia Tuğutlu, Füsun Demirel, Ersin Korkut, Hamdi Kahraman, Onur Buldu, Ahmet Kayimtu, Nazlı Tosunoğlu","[u'Comedies', u'International Comedies', u'Romantic Comedies', u'International Movies', u'Middle Eastern Movies', u'World Music Concerts', u'Romantic Movies', u'Romantic']",https://occ-0-1361-1007.1.nflxso.net/art/f35f3/16281ecdbe1af29365af71f068ff6ebd7a3f35f3.jpg,"<div class=""title-boxart"" style=""background-image:url(https://occ-0-1361-1007.1.nflxso.net/art/da073/92c9481de0b12efcc038f01ad1e1d95f120da073.jpg);""></div>",/title/80134602,"<p class=""watch-page-link"" data-href=""/title/80134602""><span class=""watch-page-link-title"" data-href=""/title/80134602"">Içimdeki Ses</span><span class=""watch-page-link-availability""><span class=""watch-page-link-year"">2015</span><span class=""watch-page-link-maturity"">TV-14</span><span class=""watch-page-link-duration"">93m</span></span></p>"
